task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260114173145.319077_4C6F3E246C63FED5-002,"Using the Contacts app, use the multi-select feature to add 'Alice Johnson', 'Bob Smith', and 'Carol Williams' to a new label named 'VIP'. Then, navigate to the 'VIP' label view and remove only 'Bob Smith' from that label.",20,com.google.android.contacts,Contacts,260114173145.319077_4C6F3E246C63FED5,"Change Jane Smith's profile picture by tapping the edit icon, then tapping the current picture, and selecting a new photo from your device's gallery.",TRUE,FALSE,task_2,,label_management_batch,step_progression,"Contacts for 'Alice Johnson', 'Bob Smith', and 'Carol Williams' must exist."
260114173145.319077_4C6F3E246C63FED5-003,"In the Contacts app, find out which company 'Daniel Green' works for. Then, create a new contact for his colleague, 'Henry White', with the same company name and a phone number of '555-0300'.",15,com.google.android.contacts,Contacts,260114173145.319077_4C6F3E246C63FED5,"Change Jane Smith's profile picture by tapping the edit icon, then tapping the current picture, and selecting a new photo from your device's gallery.",TRUE,FALSE,task_3,,information_retrieval_and_creation,scenario_application,The contact 'Daniel Green' must exist and have a company name specified.
260114173145.319077_4C6F3E246C63FED5-004,"In the Contacts app, go to settings and turn on the 'Dark theme'. Then, navigate back to the main list, find the contact 'Jane Smith', and add her contact to the home screen.",17,com.google.android.contacts,Contacts,260114173145.319077_4C6F3E246C63FED5,"Change Jane Smith's profile picture by tapping the edit icon, then tapping the current picture, and selecting a new photo from your device's gallery.",TRUE,FALSE,task_4,,settings_and_contact_action,step_progression,The contact 'Jane Smith' must exist.
260114173145.319077_4C6F3E246C63FED5-005,"Using the Contacts app, find all contacts assigned to the 'Work Colleagues' label and share them all together as a single .vcf file.",16,com.google.android.contacts,Contacts,260114173145.319077_4C6F3E246C63FED5,"Change Jane Smith's profile picture by tapping the edit icon, then tapping the current picture, and selecting a new photo from your device's gallery.",TRUE,FALSE,task_5,,label_navigation_and_batch_share,scenario_application,A label named 'Work Colleagues' must exist with at least two contacts assigned to it.
260114173145.319077_4C6F3E246C63FED5-006,"In the Contacts app, find the contact 'Jane Smith', edit her profile to add a new empty address field with the label 'Work', and a new empty website field. Do not enter any data into these new fields, and then discard all the changes.",14,com.google.android.contacts,Contacts,260114173145.319077_4C6F3E246C63FED5,"Change Jane Smith's profile picture by tapping the edit icon, then tapping the current picture, and selecting a new photo from your device's gallery.",TRUE,FALSE,task_6,,contact_editing_discard,parameter_change,The contact 'Jane Smith' must exist.
260114174703.156075_F26B87EB8F58B4CF-001,"In the Contacts app, find the contact 'Jane Smith', route her calls directly to voicemail, and then add her contact to the Home screen.",15,com.google.android.contacts,Contacts,260114174703.156075_F26B87EB8F58B4CF,"From the ""More options"" menu (three dots), find and select the option to set a custom ringtone for Jane Smith.",TRUE,FALSE,task_1,,"Contact management, Menu options",scenario_application,The contact 'Jane Smith' must exist.
260114174703.156075_F26B87EB8F58B4CF-002,"Using the Contacts app, edit the contact 'Jane Smith' to have the phone number '555-999-0000', but then discard the changes instead of saving.",12,com.google.android.contacts,Contacts,260114174703.156075_F26B87EB8F58B4CF,"From the ""More options"" menu (three dots), find and select the option to set a custom ringtone for Jane Smith.",TRUE,FALSE,task_2,,"Editing contacts, Discarding changes",step_progression,The contact 'Jane Smith' must exist.
260114174703.156075_F26B87EB8F58B4CF-003,"In the Contacts app, find the contact 'Jane Smith' and share her contact information using Messages.",10,com.google.android.contacts,Contacts,260114174703.156075_F26B87EB8F58B4CF,"From the ""More options"" menu (three dots), find and select the option to set a custom ringtone for Jane Smith.",TRUE,FALSE,task_3,,Sharing contacts,scenario_application,The contact 'Jane Smith' must exist.
260114174703.156075_F26B87EB8F58B4CF-004,"In the Contacts app, find the contact 'Jane Smith' and block her number. Then, navigate to the 'Fix & manage' section and unblock her from the 'Blocked numbers' list.",20,com.google.android.contacts,Contacts,260114174703.156075_F26B87EB8F58B4CF,"From the ""More options"" menu (three dots), find and select the option to set a custom ringtone for Jane Smith.",TRUE,FALSE,task_4,,"Blocking/Unblocking contacts, Settings navigation",multi-step_workflow,The contact 'Jane Smith' must exist.
260114175326.234440_8244889126B9256E-001,"In the Contacts app, use the multi-select feature to select all contacts whose first name starts with 'B' (Bob Smith, Brian Wright). Add these contacts to a new label called 'Archived'. Then, navigate to settings and change the contact list sorting preference to 'Last name'. Finally, return to the main list and delete the 'Archived' label.",22,com.google.android.contacts,Contacts,260114175326.234440_8244889126B9256E,"Deny the notification permission, then navigate to the ""Fix & manage"" section and initiate the process to merge any duplicate contacts.",TRUE,FALSE,task_1,,"Batch contact management, label creation, settings modification, label deletion",scenario_application,The contacts 'Bob Smith' and 'Brian Wright' must exist.
260114175326.234440_8244889126B9256E-002,"In the Contacts app, navigate to the 'Fix & manage' section and view the list of blocked numbers. Manually add the number '987-654-3210' to the block list. Then, navigate back to the main contacts list, find 'David Brown', block him, and then immediately unblock him from his contact page.",20,com.google.android.contacts,Contacts,260114175326.234440_8244889126B9256E,"Deny the notification permission, then navigate to the ""Fix & manage"" section and initiate the process to merge any duplicate contacts.",TRUE,FALSE,task_2,,"Blocking numbers, contact management",step_progression,The contact 'David Brown' must exist.
260114175326.234440_8244889126B9256E-003,"Using the Contacts app, navigate to the 'Highlights' screen. From the 'Favorites' section, remove 'Alice Johnson'. Then, add 'Daniel Green' and 'David Brown' to the favorites. Finally, return to the main contacts list.",15,com.google.android.contacts,Contacts,260114175326.234440_8244889126B9256E,"Deny the notification permission, then navigate to the ""Fix & manage"" section and initiate the process to merge any duplicate contacts.",TRUE,FALSE,task_3,,"Favorites management, navigation",scenario_application,"'Alice Johnson' must be a favorite, and 'Daniel Green' and 'David Brown' must be existing contacts."
260114175326.234440_8244889126B9256E-004,"Using the Contacts app, use the multi-select feature to select both 'Jane Smith' and 'Bob Smith'. Share both contacts together as a single .vcf file. Afterwards, find 'Jane Smith' and route her calls directly to voicemail.",16,com.google.android.contacts,Contacts,260114175326.234440_8244889126B9256E,"Deny the notification permission, then navigate to the ""Fix & manage"" section and initiate the process to merge any duplicate contacts.",TRUE,FALSE,task_4,,"Batch sharing, contact settings",scenario_application,The contacts 'Jane Smith' and 'Bob Smith' must exist.
260114175450.606763_063F2423DB524DA7-001,"In the Contacts app, export only the contacts associated with the 'Work Colleagues' label to a .vcf file named 'work_team.vcf' and save it to the Downloads folder.",16,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_1,,contact_export_filter,scenario_application,The 'Work Colleagues' label must exist and have at least one contact assigned to it.
260114175450.606763_063F2423DB524DA7-002,"In the Contacts app, navigate to settings and change the name display format to 'Last name, First name'. Then, return to the main contacts list and find 'Alice Johnson' to confirm her name is now displayed as 'Johnson, Alice'.",15,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_2,,settings_management,step_progression,A contact named 'Alice Johnson' must exist.
260114175450.606763_063F2423DB524DA7-003,"Using the Contacts app, first delete the label named 'VIP'. Then, navigate to the 'Fix & manage' section and permanently delete all contacts from the trash.",18,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_3,,data_management,multi_step_workflow,"A label named 'VIP' must exist, and there should be items in the trash."
260114175450.606763_063F2423DB524DA7-004,"In the Contacts app, find the contact 'Alice Johnson' and copy her address. Then, create a new contact for 'New Neighbor', paste the copied address into the address field, add the phone number '555-0199', and save the contact.",22,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_4,,contact_creation_clipboard,multi_step_workflow,The contact 'Alice Johnson' must exist and have an address.
260114175450.606763_063F2423DB524DA7-005,"In the Contacts app, navigate to the settings and report what the current sort order for the contact list is (e.g., 'First name' or 'Last name').",9,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_5,,information_retrieval,agent_answer_space,None
260114175450.606763_063F2423DB524DA7-006,"Using the Contacts app, create a new label 'Do Not Disturb'. Add 'Bob Smith' and 'Brian Wright' to this label. Then, navigate into the label and use multi-select to route both contacts' calls to voicemail simultaneously.",28,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_6,,batch_contact_management,multi_step_workflow,Contacts 'Bob Smith' and 'Brian Wright' must exist.
260114175450.606763_063F2423DB524DA7-007,"In the Contacts app, navigate to the 'Fix & manage' section, go to 'Settings', and then view the 'About Contacts' page to find the app's version number.",12,com.google.android.contacts,Contacts,260114175450.606763_063F2423DB524DA7,"Tap ""Export to file"", select your primary Google account to export contacts from, and save the resulting `contacts.vcf` file to your device's Downloads folder.",TRUE,TRUE,task_7,,information_retrieval,agent_answer_space,None
